10180,3,3
10200,1,3
10220,1,1
10240,2,1
10260,3,2
10280,1,1
10300,1,2
10320,3,3
10340,1,3
10360,2,3
10380,3,2
10400,3,3
10420,2,2
10440,3,1
10460,1,1
10480,1,2
10500,2,2
10520,3,3
10540,2,1
10560,3,3
10580,2,1
10600,3,3
10620,2,1
10640,3,3
10660,1,1
10680,2,1
10700,1,2
10720,1,2
10740,1,2
10760,3,3
10780,2,3
10800,2,1
10820,2,1
10840,3,1
10860,1,1
10880,1,2
10900,2,3
10920,1,3
10940,2,3
10960,3,2
10980,3,2
11000,2,2
11020,3,1
11040,2,2
11060,1,2
11080,2,2
11100,3,3
11120,2,1
11140,3,3
11160,2,1
11180,2,3
11200,2,1
11220,2,2
11240,1,2
11260,2,1
11280,1,2
11300,1,2
11320,1,2
11340,3,3
11360,2,3
11380,2,1
11400,2,1
11420,3,1
11440,1,1
11460,1,2
11480,3,3
11500,1,3
11520,2,3
11540,3,2
11560,2,2
11580,2,3
11600,3,2
11620,2,2
11640,1,1
11660,2,3
11680,3,3
11700,1,1
11720,3,3
11740,2,1
11760,2,3
11780,2,2
11800,2,1
11820,2,2
11840,2,1
11860,1,2
11880,1,1
11900,1,2
11920,3,3
11940,3,3
11960,2,1
11980,3,1
12000,3,1
12020,1,1
12040,1,2
12060,3,3
12080,1,3
12100,1,3
12120,3,2
12140,3,2
12160,3,3
12180,3,3
12200,2,2
12220,1,1
12240,2,3
12260,3,3
12280,1,1
12300,3,3
12320,2,1
12340,2,2
12360,1,2
12380,3,1
12400,2,1
12420,1,1
12440,2,1
12460,1,1
12480,1,2
12500,3,3
12520,3,3
12540,2,1
12560,3,1
12580,2,1
12600,1,1
12620,1,2
12640,3,3
12660,1,3
12680,1,3
12700,2,2
12720,3,2
12740,3,3
12760,3,3
12780,2,2
12800,1,2
12820,1,3
12840,3,3
12860,1,1
12880,3,3
12900,3,1
12920,2,2
12940,1,2
12960,3,1
12980,2,1
13000,1,2
13020,2,1
13040,1,1
13060,1,2
13080,3,3
13100,3,3
13120,3,1
13140,2,1
13160,1,2
13180,2,1
13200,1,3
13220,3,2
13240,1,3
13260,1,3
13280,1,2
13300,3,2
13320,3,3
13340,3,3
13360,2,2
13380,1,1
13400,1,3
13420,3,3
13440,1,2
13460,3,1
13480,3,2
13500,2,2
13520,2,2
13540,2,1
13560,2,1
13580,1,2
13600,2,1
13620,2,1
13640,2,2
13660,3,3
13680,3,3
13700,2,2
13720,2,1
13740,1,3
13760,3,1
13780,1,3
13800,3,2
13820,2,3
13840,1,3
13860,1,1
13880,3,2
13900,3,3
13920,3,3
13940,3,2
13960,1,1
13980,1,3
14000,2,2
14020,1,2
14040,3,1
14060,3,2
14080,3,2
14100,2,3
14120,2,1
14140,3,1
14160,1,1
14180,2,1
14200,2,1
14220,1,2
14240,2,3
14260,3,3
14280,2,2
14300,1,2
14320,2,3
14340,3,1
14360,1,3
14380,3,2
14400,2,3
14420,1,3
14440,2,2
14460,3,2
14480,3,3
14500,2,3
14520,3,2
14540,1,1
14560,1,2
14580,1,2
14600,2,3
14620,3,1
14640,3,2
14660,2,2
14680,2,3
14700,2,1
14720,3,2
14740,1,1
14760,2,1
14780,2,1
14800,1,2
14820,1,2
14840,3,3
14860,2,3
14880,1,2
14900,2,2
14920,3,1
14940,1,2
14960,2,2
14980,2,3
15000,1,3
15020,2,2
15040,3,2
15060,3,3
15080,2,3
15100,3,2
15120,1,1
15140,1,2
15160,1,2
15180,2,3
15200,3,1
15220,3,3
15240,2,2
15260,2,3
15280,2,1
15300,3,3
15320,1,1
15340,3,1
15360,2,1
15380,1,1
15400,1,2
15420,3,3
15440,1,2
15460,1,2
15480,3,1
15500,3,1
15520,1,1
15540,2,2
15560,2,3
15580,1,3
15600,2,3
15620,3,2
15640,3,3
15660,2,3
15680,3,1
15700,1,1
15720,1,2
15740,2,2
15760,3,3
15780,3,1
15800,3,3
15820,2,2
15840,3,3
15860,2,1
15880,3,3
15900,1,1
15920,3,1
15940,1,1
15960,1,1
15980,1,2
16000,3,3
16020,1,3
16040,1,1
16060,2,1
16080,3,2
16100,1,1
16120,1,2
16140,3,3
16160,1,3
16180,2,3
16200,3,2
16220,3,3
16240,2,2
16260,3,1
16280,1,1
16300,1,2
16320,2,2
16340,3,3
16360,2,1
16380,3,3
16400,2,1
16420,3,3
16440,2,1
16460,3,3
16480,1,1
16500,2,1
16520,1,2
16540,1,2
16560,1,2
16580,3,3
16600,2,3
16620,2,1
16640,2,1
16660,3,1
16680,1,1
16700,1,2
16720,2,3
16740,1,3
16760,2,3
16780,3,2
16800,3,2
16820,2,2
16840,3,1
16860,2,2
16880,1,2
16900,2,2
16920,3,3
16940,2,1
16960,3,3
16980,2,1
17000,2,3
17020,2,1
17040,2,2
17060,1,2
17080,2,1
17100,1,2
17120,1,2
17140,1,2
17160,3,3
17180,2,3
17200,2,1
17220,2,1
17240,3,1
17260,1,1
17280,1,2
17300,3,3
17320,1,3
17340,2,3
17360,3,2
17380,2,2
17400,2,3
17420,3,2
17440,2,2
17460,1,1
17480,2,3
17500,3,3
17520,1,1
17540,3,3
17560,2,1
17580,2,3
17600,2,2
17620,2,1
17640,2,2
17660,2,1
17680,1,2
17700,1,1
17720,1,2
17740,3,3
17760,3,3
17780,2,1
17800,3,1
17820,3,1
17840,1,1
17860,1,2
17880,3,3
17900,1,3
17920,1,3
17940,3,2
17960,3,2
17980,3,3
18000,3,3
18020,2,2
18040,1,1
18060,2,3
18080,3,3
18100,1,1
18120,3,3
18140,2,1
18160,2,2
18180,1,2
18200,3,1
18220,2,1
18240,1,1
18260,2,1
18280,1,1
18300,1,2
18320,3,3
18340,3,3
18360,2,1
18380,3,1
18400,2,1
18420,1,1
18440,1,2
18460,3,3
18480,1,3
18500,1,3
18520,2,2
18540,3,2
18560,3,3
18580,3,3
18600,2,2
18620,1,2
18640,1,3
18660,3,3
18680,1,1
18700,3,3
18720,3,1
18740,2,2
18760,1,2
18780,3,1
18800,2,1
18820,1,2
18840,2,1
18860,1,1
18880,1,2
18900,3,3
18920,3,3
18940,3,1
18960,2,1
18980,1,2
19000,2,1
19020,1,3
19040,3,2
19060,1,3
19080,1,3
19100,1,2
19120,3,2
19140,3,3
19160,3,3
19180,2,2
19200,1,1
19220,1,3
19240,3,3
19260,1,2
19280,3,1
19300,3,2
19320,2,2
19340,2,2
19360,2,1
19380,2,1
19400,1,2
19420,2,1
19440,2,1
19460,2,2
19480,3,3
19500,3,3
19520,2,2
19540,2,1
19560,1,3
19580,3,1
19600,1,3
19620,3,2
19640,2,3
19660,1,3
19680,1,1
19700,3,2
19720,3,3
19740,3,3
19760,3,2
19780,1,1
19800,1,3
19820,2,2
19840,1,2
19860,3,1
19880,3,2
19900,3,2
19920,2,3
19940,2,1
19960,3,1
19980,1,1
20000,2,1
20020,2,1
20040,1,2
20060,2,3
20080,3,3
20100,2,2
20120,1,2
20140,2,3
20160,3,1
20180,1,3
20200,3,2
20220,2,3
20240,1,3
20260,2,2
20280,3,2
20300,3,3
20320,2,3
20340,3,2
20360,1,1
20380,1,2
20400,1,2
20420,2,3
20440,3,1
20460,3,2
20480,2,2
20500,2,3
20520,2,1
20540,3,2
20560,1,1
20580,2,1
20600,2,1
20620,1,2
20640,1,2
20660,3,3
20680,2,3
20700,1,2
20720,2,2
20740,3,1
20760,1,2
20780,2,2
20800,2,3
20820,1,3
20840,2,2
20860,3,2
20880,3,3
20900,2,3
20920,3,2
20940,1,1
20960,1,2
20980,1,2
21000,2,3
21020,3,1
21040,3,3
21060,2,2
21080,2,3
21100,2,1
21120,3,3
21140,1,1
21160,3,1
21180,2,1
21200,1,1
21220,1,2
21240,3,3
21260,1,2
21280,1,2
21300,3,1
21320,3,1
21340,1,1
21360,2,2
21380,2,3
21400,1,3
21420,2,3
21440,3,2
21460,3,3
21480,2,3
21500,3,1
21520,1,1
21540,1,2
21560,2,2
21580,3,3
21600,3,1
21620,3,3
21640,2,2
21660,3,3
21680,2,1
21700,3,3
21720,1,1
21740,3,1
21760,1,1
21780,1,1
21800,1,2
21820,3,3
21840,1,3
21860,1,1
21880,2,1
21900,3,2
21920,1,1
21940,1,2
21960,3,3
21980,1,3
22000,2,3
22020,3,2
22040,3,3
22060,2,2
22080,3,1
22100,1,1
22120,1,2
22140,2,2
22160,3,3
22180,2,1
22200,3,3
22220,2,1
22240,3,3
22260,2,1
22280,3,3
22300,1,1
22320,2,1
22340,1,2
22360,1,2
22380,1,2
22400,3,3
22420,2,3
22440,2,1
22460,2,1
22480,3,1
22500,1,1
22520,1,2
22540,2,3
22560,1,3
22580,2,3
22600,3,2
22620,3,2
22640,2,2
22660,3,1
22680,2,2
22700,1,2
22720,2,2
22740,3,3
22760,2,1
22780,3,3
22800,2,1
22820,2,3
22840,2,1
22860,2,2
22880,1,2
22900,2,1
22920,1,2
22940,1,2
22960,1,2
22980,3,3
23000,2,3
23020,2,1
23040,2,1
23060,3,1
23080,1,1
23100,1,2
23120,3,3
23140,1,3
23160,2,3
23180,3,2
23200,2,2
23220,2,3
23240,3,2
23260,2,2
23280,1,1
23300,2,3
23320,3,3
23340,1,1
23360,3,3
23380,2,1
23400,2,3
23420,2,2
23440,2,1
23460,2,2
23480,2,1
23500,1,2
23520,1,1
23540,1,2
23560,3,3
23580,3,3
23600,2,1
23620,3,1
23640,3,1
23660,1,1
23680,1,2
23700,3,3
23720,1,3
23740,1,3
23760,3,2
23780,3,2
23800,3,3
23820,3,3
23840,2,2
23860,1,1
23880,2,3
23900,3,3
23920,1,1
23940,3,3
23960,2,1
23980,2,2
24000,1,2
24020,3,1
24040,2,1
24060,1,1
24080,2,1
24100,1,1
24120,1,2
24140,3,3
24160,3,3
24180,2,1
24200,3,1
24220,2,1
24240,1,1
24260,1,2
24280,3,3
24300,1,3
24320,1,3
24340,2,2
24360,3,2
24380,3,3
24400,3,3
24420,2,2
24440,1,2
24460,1,3
24480,3,3
24500,1,1
24520,3,3
24540,3,1
24560,2,2
24580,1,2
24600,3,1
24620,2,1
24640,1,2
24660,2,1
24680,1,1
24700,1,2
24720,3,3
24740,3,3
24760,3,1
24780,2,1
24800,1,2
24820,2,1
24840,1,3
24860,3,2
24880,1,3
24900,1,3
24920,1,2
24940,3,2
24960,3,3
24980,3,3
25000,2,2
25020,1,1
25040,1,3
25060,3,3
25080,1,2
25100,3,1
25120,3,2
25140,2,2
25160,2,2
25180,2,1
25200,2,1
25220,1,2
25240,2,1
25260,2,1
25280,2,2
25300,3,3
25320,3,3
25340,2,2
25360,2,1
25380,1,3
25400,3,1
25420,1,3
25440,3,2
25460,2,3
25480,1,3
25500,1,1
25520,3,2
25540,3,3
25560,3,3
25580,3,2
25600,1,1
25620,1,3
25640,2,2
25660,1,2
25680,3,1
25700,3,2
25720,3,2
25740,2,3
25760,2,1
25780,3,1
25800,1,1
25820,2,1
25840,2,1
25860,1,2
25880,2,3
25900,3,3
25920,2,2
25940,1,2
25960,2,3
25980,3,1
26000,1,3
26020,3,2
26040,2,3
26060,1,3
26080,2,2
26100,3,2
26120,3,3
26140,2,3
26160,3,2
26180,1,1
26200,1,2
26220,1,2
26240,2,3
26260,3,1
26280,3,2
26300,2,2
26320,2,3
26340,2,1
26360,3,2
26380,1,1
26400,2,1
26420,2,1
26440,1,2
26460,1,2
26480,3,3
26500,2,3
26520,1,2
26540,2,2
26560,3,1
26580,1,2
26600,2,2
26620,2,3
26640,1,3
26660,2,2
26680,3,2
26700,3,3
26720,2,3
26740,3,2
26760,1,1
26780,1,2
26800,1,2
26820,2,3
26840,3,1
26860,3,3
26880,2,2
26900,2,3
26920,2,1
26940,3,3
26960,1,1
26980,3,1
27000,2,1
27020,1,1
27040,1,2
27060,3,3
27080,1,2
27100,1,2
27120,3,1
27140,3,1
27160,1,1
27180,2,2
27200,2,3
27220,1,3
27240,2,3
27260,3,2
27280,3,3
27300,2,3
27320,3,1
27340,1,1
27360,1,2
27380,2,2
27400,3,3
27420,3,1
27440,3,3
27460,2,2
27480,3,3
27500,2,1
27520,3,3
27540,1,1
27560,3,1
27580,1,1
27600,1,1
27620,1,2
27640,3,3
27660,1,3
27680,1,1
27700,2,1
27720,3,2
27740,1,1
27760,1,2
27780,3,3
27800,1,3
27820,2,3
27840,3,2
27860,3,3
27880,2,2
27900,3,1
27920,1,1
27940,1,2
27960,2,2
27980,3,3
28000,2,1
28020,3,3
28040,2,1
28060,3,3
28080,2,1
28100,3,3
28120,1,1
28140,2,1
28160,1,2
28180,1,2
28200,1,2
28220,3,3
28240,2,3
28260,2,1
28280,2,1
28300,3,1
28320,1,1
28340,1,2
28360,2,3
28380,1,3
28400,2,3
28420,3,2
28440,3,2
28460,2,2
28480,3,1
28500,2,2
28520,1,2
28540,2,2
28560,3,3
28580,2,1
28600,3,3
28620,2,1
28640,2,3
28660,2,1
28680,2,2
28700,1,2
28720,2,1
28740,1,2
28760,1,2
28780,1,2
28800,3,3
28820,2,3
28840,2,1
28860,2,1
28880,3,1
28900,1,1
28920,1,2
28940,3,3
28960,1,3
28980,2,3
29000,3,2
29020,2,2
29040,2,3
29060,3,2
29080,2,2
29100,1,1
29120,2,3
29140,3,3
29160,1,1
29180,3,3
29200,2,1
29220,2,3
29240,2,2
29260,2,1
29280,2,2
29300,2,1
29320,1,2
29340,1,1
29360,1,2
29380,3,3
29400,3,3
29420,2,1
29440,3,1
29460,3,1
29480,1,1
29500,1,2
29520,3,3
29540,1,3
29560,1,3
29580,3,2
29600,3,2
29620,3,3
29640,3,3
29660,2,2
29680,1,1
29700,2,3
29720,3,3
29740,1,1
29760,3,3
29780,2,1
29800,2,2
29820,1,2
29840,3,1
29860,2,1
29880,1,1
29900,2,1
29920,1,1
29940,1,2
29960,3,3
29980,3,3
30000,2,1
30020,3,1
30040,2,1
30060,1,1
30080,1,2
30100,3,3
30120,1,3
30140,1,3
30160,2,2
30180,3,2
30200,3,3
30220,3,3
30240,2,2
30260,1,2
30280,1,3
30300,3,3
30320,1,1
30340,3,3
30360,3,1
30380,2,2
30400,1,2
30420,3,1
30440,2,1
30460,1,2
30480,2,1
30500,1,1
30520,1,2
30540,3,3
30560,3,3
30580,3,1
30600,2,1
30620,1,2
30640,2,1
30660,1,3
30680,3,2
30700,1,3
30720,1,3
30740,1,2
30760,3,2
30780,3,3
30800,3,3
30820,2,2
30840,1,1
30860,1,3
30880,3,3
30900,1,2
30920,3,1
30940,3,2
30960,2,2
30980,2,2
31000,2,1
31020,2,1
31040,1,2
31060,2,1
31080,2,1
31100,2,2
31120,3,3
31140,3,3
31160,2,2
31180,2,1
31200,1,3
31220,3,1
31240,1,3
31260,3,2
31280,2,3
31300,1,3
31320,1,1
31340,3,2
31360,3,3
31380,3,3
31400,3,2
31420,1,1
31440,1,3
31460,2,2
31480,1,2
31500,3,1
31520,3,2
31540,3,2
31560,2,3
31580,2,1
31600,3,1
31620,1,1
31640,2,1
31660,2,1
31680,1,2
31700,2,3
31720,3,3
31740,2,2
31760,1,2
31780,2,3
31800,3,1
31820,1,3
31840,3,2
31860,2,3
31880,1,3
31900,2,2
31920,3,2
31940,3,3
31960,2,3
31980,3,2
32000,1,1
32020,1,2
32040,1,2
32060,2,3
32080,3,1
32100,3,2
32120,2,2
32140,2,3
32160,2,1
32180,3,2
32200,1,1
32220,2,1
32240,2,1
32260,1,2
32280,1,2
32300,3,3
32320,2,3
32340,1,2
32360,2,2
32380,3,1
32400,1,2
32420,2,2
32440,2,3
32460,1,3
32480,2,2
32500,3,2
32520,3,3
32540,2,3
32560,3,2
32580,1,1
32600,1,2
32620,1,2
32640,2,3
32660,3,1
32680,3,3
32700,2,2
32720,2,3
32740,2,1
32760,3,3
32780,1,1
32800,3,1
32820,2,1
32840,1,1
32860,1,2
32880,3,3
32900,1,2
32920,1,2
32940,3,1
32960,3,1
32980,1,1
33000,2,2
33020,2,3
33040,1,3
33060,2,3
33080,3,2
33100,3,3
33120,2,3
33140,3,1
33160,1,1
33180,1,2
33200,2,2
33220,3,3
33240,3,1
33260,3,3
33280,2,2
33300,3,3
33320,2,1
33340,3,3
33360,1,1
33380,3,1
33400,1,1
33420,1,1
33440,1,2
33460,3,3
33480,1,3
33500,1,1
33520,2,1
33540,3,2
33560,1,1
33580,1,2
33600,3,3
33620,1,3
33640,2,3
33660,3,2
33680,3,3
33700,2,2
33720,3,1
33740,1,1
33760,1,2
33780,2,2
33800,3,3
33820,2,1
33840,3,3
33860,2,1
33880,3,3
33900,2,1
33920,3,3
33940,1,1
33960,2,1
33980,1,2
34000,1,2
34020,1,2
34040,3,3
34060,2,3
34080,2,1
34100,2,1
34120,3,1
34140,1,1
34160,1,2
34180,2,3
34200,1,3
34220,2,3
34240,3,2
34260,3,2
34280,2,2
34300,3,1
34320,2,2
34340,1,2
34360,2,2
34380,3,3
34400,2,1
34420,3,3
34440,2,1
34460,2,3
34480,2,1
34500,2,2
34520,1,2
34540,2,1
34560,1,2
34580,1,2
34600,1,2
34620,3,3
34640,2,3
34660,2,1
34680,2,1
34700,3,1
34720,1,1
34740,1,2
34760,3,3
34780,1,3
34800,2,3
34820,3,2
34840,2,2
34860,2,3
